fertilizer_cont,shade_cont,table,block,rep,spp,chl_wt,chl_area,focal.area,dry.wt,fresh.wt,sla,stem.wt,leaves.wt,roots.wt,nod.wt,n.leaf,c.leaf,Aamb,TPU,Vcmax,Jmax,Tleaf,TleafK,vcmax25,jmax25,jv25,marea,nmass,narea,tla,biomass,vcmax25_narea,jmax25_narea,avg_649,avg_665,chla_ug.ml,chlb_ug.ml,chla_g.ml,chlb_g.ml,chla_g,chlb_g,chla_g.m2,chlb_g.m2,chla_mol.m2,chlb_mol.m2,chla_mmol.m2,chlb_mmol.m2,chl_marea,chla_mmol.g,chlb_mmol.g,chl_mmol.g,chl_mmol.m2,chl_mmol.m2_narea,propN_rubisco,propN_bioenergetics,propN_lightharvesting,propN_photosynthesis
210,0,7,two,3,Cotton,0.0249,1.84,26.029,0.1061,0.5172,245.3251649,0.2545,0.4936,0.0895,0,5.577199784,36.75361027,11.80552292,16.2611392,57.02535377,90.28549409,24.42939853,297.5793985,60.16490863,93.64305803,1.556439795,40.76222675,0.055771998,2.273390822,93.222,0.8376,26.46483307,41.19091936,0.138666667,0.338,3.64182,1.25112,3.64E-06,1.25E-06,3.64E-05,1.25E-05,0.197925,0.067995652,0.000221514,7.49E-05,0.221514029,0.221514029,135.326087,0.001636891,0.001636891,0.003273782,0.443028058,0.194875449,0.206554795,0.032759851,0.021345229,0.260659874
210,30,8,two,3,Cotton,0.0183,1.787,83.432,0.2743,1.3284,304.1633248,0.5206,0.8494,0.2612,0,4.150179296,37.14864353,16.18653847,16.73217799,106.3774025,111.8490163,27.58752111,300.7375211,83.99456519,95.42920722,1.136135499,32.87707355,0.041501793,1.3644575,198.454,1.6312,61.55894575,69.93930354,0.149,0.361666667,3.894666667,1.352443333,3.89E-06,1.35E-06,3.89E-05,1.35E-05,0.217944413,0.075682335,0.000243919,8.34E-05,0.243919389,0.243919389,102.4062675,0.002381879,0.002381879,0.004763759,0.487838778,0.357533143,0.480460064,0.055623939,0.041739787,0.57782379
210,50,5,two,3,Cotton,0.023,1.851,16.686,0.0394,0.2186,423.5025381,0.1366,0.1272,NA,0,4.76335765,37.19619393,11.55399719,11.84224089,61.2786085,73.98507301,25.0520085,298.2020085,60.98144551,73.74095854,1.209235988,23.61260937,0.047633577,1.124753035,31.865,NA,54.21763144,65.56191115,0.146,0.341666667,3.661216667,1.392873333,3.66E-06,1.39E-06,3.66E-05,1.39E-05,0.197796686,0.075249775,0.00022137,8.29E-05,0.221370423,0.221370423,124.2571583,0.001781551,0.001781551,0.003563101,0.442740846,0.393633831,0.423162001,0.052142523,0.027200838,0.502505362
210,80,6,two,3,Cotton,0.0154,1.752,24.593,0.0553,0.2996,444.7197107,0.2058,0.3213,0.2259,0,4.7437122,35.60656342,10.94668199,12.6065544,73.16605906,75.62966135,27.84128006,300.9912801,56.48841826,63.57696637,1.125486752,22.48607327,0.047437122,1.066674601,109.287,0.753,52.95749819,59.60296262,0.137,0.321666667,3.448466667,1.301363333,3.45E-06,1.30E-06,3.45E-05,1.30E-05,0.196830289,0.074278729,0.000220289,8.19E-05,0.220288849,0.220288849,87.89954338,0.002506143,0.002506143,0.005012287,0.440577697,0.413038519,0.413326815,0.047403268,0.038422433,0.499152516
630,0,7,two,3,Cotton,0.0245,1.865,53.791,0.2599,0.8872,206.9680646,0.779,1.1074,0.5216,0,4.052246588,40.43572322,18.35168345,18.66799444,122.5584181,128.3667701,24.98957449,298.1395745,122.6779645,128.4519036,1.047065821,48.3166329,0.040522466,1.957909108,224.249,2.408,62.65764021,65.60667351,0.237333333,0.603666667,6.539896667,2.007453333,6.54E-06,2.01E-06,6.54E-05,2.01E-05,0.350664701,0.107638248,0.000392457,0.000118614,0.3924575,0.3924575,131.3672922,0.002987483,0.002987483,0.005974965,0.784915,0.400894503,0.489035241,0.052178123,0.053617532,0.594830896
630,30,8,two,3,Cotton,0.0187,1.745,57.776,0.1876,0.8354,307.9744136,0.7697,1.372,0.4054,0,4.613355765,39.20811595,14.19248492,15.07620121,82.12410941,96.39537446,25.08440528,298.2344053,81.47892781,95.87991962,1.176744984,32.47022986,0.046133558,1.497967221,346.355,2.5471,54.39299783,64.00668737,0.135666667,0.352666667,3.830956667,1.107123333,3.83E-06,1.11E-06,3.83E-05,1.11E-05,0.219539064,0.063445463,0.000245704,6.99E-05,0.245704093,0.245704093,107.1633238,0.0022928,0.0022928,0.0045856,0.491408186,0.328050026,0.424530715,0.050905626,0.036144862,0.511581203
630,50,5,two,3,Cotton,0.0216,1.723,36.747,0.1559,0.5838,235.7087877,0.3042,0.3953,0.1841,0,3.246245085,35.97789076,10.0846514,17.71165139,70.6495534,105.8351668,28.70619824,301.8561982,50.58572827,84.68806569,1.674149381,42.42523199,0.032462451,1.377227008,91.87,0.8836,36.73013089,61.4917259,0.183333333,0.460333333,4.978963333,1.582526667,4.98E-06,1.58E-06,4.98E-05,1.58E-05,0.288970594,0.091847166,0.000323411,0.000101212,0.323410587,0.323410587,125.3627394,0.002579798,0.002579798,0.005159597,0.646821175,0.469654727,0.286674192,0.048905434,0.057796529,0.393376155
630,80,6,two,3,Cotton,0.0182,1.79,28.084,0.0806,0.3619,348.4367246,0.2557,0.3479,0.5703,0,4.005074329,35.07133517,11.52376274,14.96407371,67.50652378,81.84405271,27.58947889,300.7394789,53.29323316,69.82104116,1.31012958,28.69961544,0.040050743,1.14944093,118.23,1.1739,46.36448186,60.74347913,0.186666667,0.467666667,5.056856667,1.616813333,5.06E-06,1.62E-06,5.06E-05,1.62E-05,0.282505959,0.090324767,0.000316175,9.95E-05,0.316175487,0.316175487,101.6759777,0.003109638,0.003109638,0.006219276,0.632350973,0.55013786,0.361869127,0.04831034,0.05646724,0.466646707
0,0,7,two,4,Cotton,0.0238,1.988,32.972,0.159,0.4802,207.3710692,0.6499,0.5802,0.2406,0,2.849110606,39.75694987,13.9903111,16.57908287,78.74899755,102.5456586,23.9953739,297.1453739,86.56787578,109.3867013,1.263594611,48.22273444,0.028491106,1.373919041,107.496,1.4707,63.00798895,79.61655527,0.177666667,0.462,5.01883,1.44905,5.02E-06,1.45E-06,5.02E-05,1.45E-05,0.252456237,0.072889839,0.000282544,8.03E-05,0.282544389,0.282544389,119.7183099,0.002360077,0.002360077,0.004720153,0.565088779,0.411296999,0.49176967,0.063320424,0.060244042,0.615334136
0,30,8,two,4,Cotton,0.0298,1.988,33.892,0.1616,0.5771,209.7277228,0.625,0.6549,0.1628,0,2.684130072,39.09395364,14.4039932,14.24128724,78.79025846,92.66643927,25.25342669,298.4034267,76.94882852,91.1895335,1.18506721,47.68086864,0.026841301,1.279816534,129.621,1.4427,60.12489017,71.25203582,0.194,0.476,5.13314,1.73374,5.13E-06,1.73E-06,5.13E-05,1.73E-05,0.258206237,0.087210262,0.00028898,9.61E-05,0.288979684,0.288979684,149.8993964,0.001927824,0.001927824,0.003855648,0.577959368,0.451595485,0.469267435,0.056667977,0.052234949,0.578170361
0,50,5,two,4,Cotton,0.0248,1.993,30.256,0.1148,0.4739,263.554007,0.7458,1.0114,0.1662,0,3.15507773,38.18322684,12.74011087,13.06963013,65.31144615,80.36726729,25.6155,298.7655,61.67663512,77.30501726,1.253392263,37.94288736,0.031550777,1.197127589,249.635,1.9234,51.52051935,64.57542034,0.188,0.455333333,4.901913333,1.711746667,4.90E-06,1.71E-06,4.90E-05,1.71E-05,0.245956514,0.085887941,0.00027527,9.46E-05,0.275270019,0.275270019,124.4355243,0.00221215,0.00221215,0.0044243,0.550540038,0.459884178,0.402111371,0.051357949,0.050991967,0.504461287
0,80,6,two,4,Cotton,0.0221,1.93,42.107,0.1023,0.5479,411.6031281,0.1777,0.2584,0.066,0,3.935995198,35.44754409,11.92891302,11.10769301,77.37938213,72.70138129,26.56862023,299.7186202,66.95564002,65.93068799,0.984692073,24.29524782,0.039359952,0.956259787,92.27,0.5021,70.0182533,68.94641901,0.181,0.442,4.76353,1.62875,4.76E-06,1.63E-06,4.76E-05,1.63E-05,0.246815026,0.084391192,0.000276231,9.30E-05,0.276230849,0.276230849,114.507772,0.002412333,0.002412333,0.004824666,0.552461698,0.57773181,0.546483928,0.05483428,0.04457383,0.645892039
70,0,7,two,4,Cotton,0.0256,1.977,37.903,0.168,0.5873,225.6130952,0.7829,0.9638,0.2609,0,3.043312621,40.65638583,9.582637105,12.39575627,62.32915799,75.13485437,25.08097918,298.2309792,61.85927717,74.74933679,1.208377146,44.32366832,0.030433126,1.348907792,198.176,2.0076,45.85878852,55.41471198,0.157333333,0.38,4.0894,1.43816,4.09E-06,1.44E-06,4.09E-05,1.44E-05,0.206848761,0.072744562,0.000231501,8.02E-05,0.231501338,0.231501338,129.4891249,0.001787805,0.001787805,0.003575611,0.463002677,0.343242644,0.357922252,0.04407228,0.042723905,0.444718437
70,30,8,two,4,Cotton,0.0245,2.044,34.756,0.1449,0.6216,239.8619738,0.4363,0.6095,0.1215,0,3.252921463,37.50166517,15.7082881,16.50676461,80.90552674,103.3309403,24.9875651,298.1375651,80.99966458,103.4126853,1.276705105,41.69064334,0.032529215,1.356163885,150.061,1.1673,59.72704734,76.25382628,0.193666667,0.489333333,5.296823333,1.655476667,5.30E-06,1.66E-06,5.30E-05,1.66E-05,0.259140085,0.080992009,0.000290025,8.93E-05,0.290024829,0.290024829,119.8630137,0.002419636,0.002419636,0.004839271,0.580049658,0.427713541,0.466162321,0.060645988,0.054097066,0.580905374
70,50,5,two,4,Cotton,0.028,1.952,53.918,0.2296,0.9525,234.8344948,0.6336,0.8151,0.1248,0,3.028018418,35.95606771,15.62739101,15.63971092,80.1348548,97.6271053,25.03610733,298.1861073,79.86482836,97.40331546,1.219602139,42.58318186,0.030280184,1.28942659,192.902,1.5735,61.93825146,75.54002394,0.198333333,0.494333333,5.341673333,1.731496667,5.34E-06,1.73E-06,5.34E-05,1.73E-05,0.273651298,0.088703723,0.000306266,9.77E-05,0.306265512,0.306265512,143.442623,0.002135108,0.002135108,0.004270216,0.612531024,0.475041409,0.483420499,0.060078288,0.051281257,0.594780045
70,80,6,two,4,Cotton,0.02,1.959,43.168,0.0935,0.5107,461.6898396,0.3926,0.6642,0.0709,0,4.384956062,37.29402178,8.819885101,9.847576904,52.27462767,57.51019313,24.9559607,298.1059607,52.49041551,57.67154301,1.098706163,21.65956264,0.043849561,0.949762305,220.097,1.1277,55.26689703,60.72208037,0.133,0.325,3.5029,1.19567,3.50E-06,1.20E-06,3.50E-05,1.20E-05,0.178810618,0.061034712,0.000200122,6.73E-05,0.200121563,0.200121563,102.0929045,0.001960191,0.001960191,0.003920381,0.400243126,0.421413994,0.431351391,0.048293321,0.032511004,0.512155717
210,0,7,two,4,Cotton,0.0265,2.021,59.94,0.328,0.9951,182.7439024,0.9475,1.267,0.4812,0,3.877193879,38.07530399,12.19280032,21.03952164,61.75727652,110.3393421,24.92664106,298.0766411,62.18261491,110.8556617,1.782743647,54.72138807,0.038771939,2.121654309,237.449,2.6957,29.30855166,52.24963426,0.228666667,0.605333333,6.590113333,1.808006667,6.59E-06,1.81E-06,6.59E-05,1.81E-05,0.326081808,0.089460993,0.000364945,9.86E-05,0.364944777,0.364944777,131.1232063,0.00278322,0.00278322,0.005566441,0.729889554,0.344019076,0.228749671,0.041555038,0.052206836,0.322511546
210,30,8,two,4,Cotton,0.0281,2.016,32.583,0.166,0.7529,196.2831325,0.3576,0.5885,0.1379,0,3.41545445,33.86170575,12.24214209,16.3823986,61.65809314,88.69579606,24.97266686,298.1226669,61.81591884,88.85013004,1.437334132,50.94681276,0.034154545,1.740065184,132.844,1.084,35.52505931,51.06138027,0.237333333,0.597,6.45863,2.04292,6.46E-06,2.04E-06,6.46E-05,2.04E-05,0.320368552,0.101335317,0.000358551,0.000111668,0.358550606,0.358550606,139.3849206,0.002572377,0.002572377,0.005144755,0.717101211,0.412111694,0.277268756,0.040609999,0.054775137,0.372653892
210,50,5,two,4,Cotton,0.0379,2.002,43.999,0.21,1.068,209.5190476,0.4765,0.7233,0.127,0,3.305091969,33.66098209,16.26818418,18.09203628,75.57710431,105.7601329,25.04640792,298.1964079,75.24996935,105.4486784,1.401311911,47.72835747,0.03305092,1.57746611,156.743,1.3268,47.70306562,66.84687406,0.262,0.650333333,7.023663333,2.301606667,7.02E-06,2.30E-06,7.02E-05,2.30E-05,0.350832334,0.114965368,0.000392645,0.000126688,0.392645112,0.392645112,189.3106893,0.002074078,0.002074078,0.004148156,0.785290225,0.497817493,0.37231661,0.053164476,0.045639283,0.471120369
210,80,6,two,4,Cotton,0.0244,1.929,32.723,0.1049,0.5138,311.9447092,0.4851,0.8428,0.1507,0,4.684239831,36.86899314,12.40146911,16.50338571,83.42512165,97.30975777,27.13874868,300.2887487,68.5640462,85.26216972,1.243540521,32.056963,0.046842398,1.501625029,267.873,1.4786,45.65989835,56.77993378,0.149333333,0.364666667,3.930086667,1.343813333,3.93E-06,1.34E-06,3.93E-05,1.34E-05,0.203736997,0.069663729,0.000228019,7.68E-05,0.228018709,0.228018709,126.4904095,0.001802656,0.001802656,0.003605312,0.456037418,0.303695936,0.356369938,0.045158064,0.027987948,0.429515951
630,0,7,two,4,Cotton,0.0213,1.771,74.718,0.334,1.2596,223.7065868,0.9432,1.38,0.3132,0,4.270130317,38.58861422,20.22218706,17.65868343,110.1969651,123.7848192,24.96901642,298.1190164,110.5167708,124.0290142,1.122264189,44.70141064,0.042701303,1.908808488,302.454,2.6364,57.89830226,64.97719123,0.197333333,0.510666667,5.544226667,1.622613333,5.54E-06,1.62E-06,5.54E-05,1.62E-05,0.313056277,0.091621306,0.000350367,0.000100963,0.350366842,0.350366842,120.2710333,0.002913144,0.002913144,0.005826288,0.700733684,0.367105285,0.451889188,0.051677485,0.049615586,0.55318226
630,30,8,two,4,Cotton,0.0241,2.032,68.628,0.2934,1.0177,233.9059305,0.5875,1.004,0.1723,0,2.173237953,29.66174158,14.41659578,14.85003807,64.64393174,84.70088236,23.29943079,296.4494308,75.93846631,94.55646536,1.245172176,42.75222941,0.02173238,0.929107675,223.143,1.7638,81.73268647,101.7712671,0.179333333,0.456333333,4.944003333,1.515846667,4.94E-06,1.52E-06,4.94E-05,1.52E-05,0.243307251,0.074598753,0.000272305,8.22E-05,0.272305011,0.272305011,118.6023622,0.002295949,0.002295949,0.004591899,0.544610023,0.586164593,0.637913651,0.08094045,0.076833801,0.795687901
630,50,5,two,4,Cotton,0.0372,1.988,49.171,0.2229,1.1348,220.5966801,0.5395,0.7479,0.1056,0,3.52995845,31.64990665,15.73249911,18.05683453,74.49773244,105.6252049,25.01693285,298.1669328,74.37988547,105.5115644,1.418549702,45.3315979,0.035299585,1.600186571,160.579,1.393,46.48200831,65.93703903,0.245,0.626666667,6.793816667,2.053683333,6.79E-06,2.05E-06,6.79E-05,2.05E-05,0.341741281,0.103303991,0.000382471,0.000113837,0.382470572,0.382470572,187.1227364,0.002043956,0.002043956,0.004087911,0.764941145,0.478032474,0.362786406,0.052440868,0.042111351,0.457338626
630,80,6,two,4,Cotton,0.0236,1.9,46.949,0.1387,0.6419,338.4931507,0.4983,0.5403,0.1173,0,4.13908749,37.27865222,13.43746398,12.70319863,75.59378881,81.93196589,24.98511965,298.1351196,75.69905797,82.0095372,1.083362718,29.54269526,0.041390875,1.222798004,174.357,1.1559,61.90642913,67.06711733,0.227666667,0.590666667,6.414776667,1.864043333,6.41E-06,1.86E-06,6.41E-05,1.86E-05,0.337619825,0.098107544,0.000377858,0.000108111,0.377857914,0.377857914,124.2105263,0.003042076,0.003042076,0.006084153,0.755715828,0.618021803,0.48317213,0.053339639,0.053451859,0.589963628
0,0,7,two,5,Soybean,0.013,1.645,19.577,0.0499,0.179,392.3246493,0.3101,0.5112,0.2278,0.085,3.914963015,36.12216519,13.94366146,22.39754083,94.93637145,125.0489059,28.23586188,301.3858619,70.80257924,102.756606,1.45131162,25.48909435,0.03914963,0.997888616,194.984,1.0491,70.95238694,102.9740237,0.128333333,0.387666667,4.282906667,0.759663333,4.28E-06,7.60E-07,4.28E-05,7.60E-06,0.260359068,0.046180142,0.000291389,5.09E-05,0.291389092,0.291389092,79.02735562,0.003687193,0.003687193,0.007374385,0.582778185,0.584011256,0.553774727,0.081897023,0.068496042,0.704167793
0,30,8,two,5,Soybean,0.014,1.744,10.991,0.0325,0.1147,338.1846154,0.2702,0.4737,0.0897,0.064,5.55406872,42.25950544,11.60559867,17.7802204,63.33952331,93.71225704,25.41978182,298.5697818,60.9096221,91.2560985,1.498221387,29.56964789,0.055540687,1.642318564,176.03,0.8336,37.08758059,55.56540642,0.093666667,0.294333333,3.264773333,0.493876667,3.26E-06,4.94E-07,3.26E-05,4.94E-06,0.187200306,0.028318616,0.000209511,3.12E-05,0.209511148,0.209511148,80.27522936,0.00260991,0.00260991,0.005219821,0.419022296,0.255140693,0.289464044,0.044192129,0.034175245,0.367831418
0,50,5,two,5,Soybean,0.0151,1.903,12.477,0.0381,0.1292,327.480315,0.6924,0.923,0.1706,0.0818,6.128576442,42.78881009,10.66701048,17.17401927,65.72071098,88.61329734,26.78185924,299.9318592,55.77860582,79.3268949,1.422174214,30.53618658,0.061285764,1.871433537,399.671,1.786,29.80528281,42.38830465,0.109,0.337666667,3.740106667,0.600523333,3.74E-06,6.01E-07,3.74E-05,6.01E-06,0.196537397,0.031556665,0.000219961,3.48E-05,0.219961049,0.219961049,79.34839727,0.002772092,0.002772092,0.005544184,0.439922098,0.235072253,0.232626598,0.033712152,0.032896169,0.299234918
0,80,6,two,5,Soybean,0.0139,1.931,19.921,0.0385,0.1541,517.4285714,0.251,0.3599,0.1303,0.0326,3.678543484,28.89670346,7.906868534,14.49686957,59.52443626,85.65916288,27.90801173,301.0580117,45.68685193,71.72967451,1.570028826,19.32633904,0.036785435,0.710927785,169.242,0.7412,64.26370281,100.8958659,0.133,0.379666667,4.169286667,0.904843333,4.17E-06,9.05E-07,4.17E-05,9.05E-06,0.215913344,0.046858795,0.000241646,5.16E-05,0.241646253,0.241646253,71.98342828,0.003356971,0.003356971,0.006713941,0.483292506,0.679805342,0.501570363,0.080244228,0.066369561,0.648184153
70,0,7,two,5,Soybean,0.0189,1.817,20.187,0.0656,0.2378,307.7286585,0.5958,0.8103,0.4732,0.0569,2.781626042,24.00847132,17.38914621,26.44512638,126.3283316,153.4662517,27.34353695,300.4935369,101.9384224,132.8365117,1.303105429,32.4961609,0.02781626,0.903921674,237.826,1.8793,112.7735127,146.9557767,0.152333333,0.457,5.04528,0.91857,5.05E-06,9.19E-07,5.05E-05,9.19E-06,0.277670886,0.05055421,0.000310764,5.57E-05,0.310764162,0.310764162,104.0176114,0.002987611,0.002987611,0.005975222,0.621528323,0.687590906,0.880183514,0.116876473,0.078112873,1.075172859
70,30,8,two,5,Soybean,0.014,1.738,14.956,0.0463,0.1655,323.0237581,0.6245,1.0128,0.2748,0.0679,5.488161993,42.68001811,10.87582354,19.36104124,69.67567703,103.1200391,27.62205396,300.772054,54.84690929,87.80347123,1.600882755,30.95747526,0.05488162,1.698996391,394.339,1.9121,32.28194573,51.6796102,0.091666667,0.272666667,3.007556667,0.565163333,3.01E-06,5.65E-07,3.01E-05,5.65E-06,0.173046989,0.032518028,0.000193671,3.58E-05,0.193671015,0.193671015,80.55235903,0.002404287,0.002404287,0.004808575,0.387342031,0.227982845,0.25195665,0.041101688,0.031860805,0.324919143
70,50,5,two,5,Soybean,0.0144,1.862,31.918,0.0698,0.2763,457.277937,0.6263,0.8039,0.2058,0.0525,4.904710478,44.62868676,13.67837733,18.35549521,104.6775296,110.0828999,26.92324487,300.0732449,87.71479824,97.70905049,1.113940321,21.86853813,0.049047105,1.072588481,314.092,1.636,81.77861296,91.09649435,0.089333333,0.261666667,2.881516667,0.572373333,2.88E-06,5.72E-07,2.88E-05,5.72E-06,0.154753849,0.030739706,0.000173198,3.39E-05,0.173197669,0.173197669,77.33619764,0.002239542,0.002239542,0.004479084,0.346395337,0.322952692,0.638272101,0.072450619,0.033208033,0.743930753
70,80,6,two,5,Soybean,0.0103,1.767,21.843,0.0314,0.1293,695.6369427,0.3596,0.3666,0.0952,0.0178,3.959984449,35.91526239,8.791381385,12.16091337,61.38912653,70.74219096,28.14188768,301.2918877,46.16080448,58.44468704,1.266110669,14.37531475,0.039599844,0.569260228,186.008,0.8214,81.08910859,102.6677855,0.097333333,0.267333333,2.922993333,0.718146667,2.92E-06,7.18E-07,2.92E-05,7.18E-06,0.165421241,0.040642143,0.000185136,4.48E-05,0.185136418,0.185136418,58.29088851,0.003176078,0.003176078,0.006352156,0.370272837,0.650445646,0.632890604,0.081653467,0.058330407,0.772874477
210,0,7,two,5,Soybean,0.0169,1.724,22.709,0.0687,0.2643,330.5531295,0.4904,0.6535,0.3444,0.0079,4.512623369,36.92438295,17.08499382,26.98569082,128.2890854,155.0878006,28.18030029,301.3303003,96.14198139,127.8461968,1.329764531,30.25232287,0.045126234,1.365173392,203.866,1.4883,70.42474017,93.64832159,0.144333333,0.429,4.73156,0.89161,4.73E-06,8.92E-07,4.73E-05,8.92E-06,0.274452436,0.051717517,0.000307162,5.70E-05,0.307162132,0.307162132,98.02784223,0.003133417,0.003133417,0.006266834,0.614324263,0.449997244,0.549656509,0.074480131,0.050499426,0.674636066
210,30,8,two,5,Soybean,0.0189,1.981,13.969,0.0405,0.1538,344.9135802,0.4723,0.6766,0.268,0.0137,5.596587939,42.95250999,10.92394078,19.36954969,74.11248774,107.7535392,28.05842874,301.2084287,56.1368081,89.45027987,1.593433665,28.99276971,0.055965879,1.622605853,219.448,1.4169,34.59670012,55.12754667,0.079,0.246666667,2.734316667,0.424943333,2.73E-06,4.25E-07,2.73E-05,4.25E-06,0.138027091,0.021450951,0.000154477,2.36E-05,0.154477388,0.154477388,95.40636042,0.001619152,0.001619152,0.003238304,0.308954775,0.190406546,0.270023025,0.043843892,0.021040767,0.334907684
210,50,5,two,5,Soybean,0.0139,1.809,13.143,0.0409,0.1456,321.3447433,1.4148,1.4547,0.2899,0.0113,5.248024964,43.15904979,8.743670231,13.12612211,60.19189396,71.91667253,27.43113636,300.5811364,48.19267359,61.92719518,1.2849919,31.11922696,0.05248025,1.6331448,605.508,3.1594,29.50912473,37.91898624,0.104,0.3,3.2982,0.69096,3.30E-06,6.91E-07,3.30E-05,6.91E-06,0.182321725,0.038195688,0.000204051,4.21E-05,0.204051129,0.204051129,76.83803206,0.002655601,0.002655601,0.005311201,0.408102259,0.24988737,0.23031512,0.030157626,0.036801386,0.297274132
210,80,6,two,5,Soybean,0.0106,1.733,28.07,0.0455,0.2038,616.9230769,0.4396,0.4758,0.1764,0.0066,4.943954156,36.0992749,7.440868767,10.34078854,39.80897586,53.65096059,26.16803724,299.3180372,35.72861828,49.86419925,1.395637493,16.20947631,0.049439542,0.801389078,240.583,1.0918,44.58336066,62.22220971,0.081,0.243,2.68272,0.48843,2.68E-06,4.88E-07,2.68E-05,4.88E-06,0.154802077,0.028184074,0.000173252,3.11E-05,0.173251645,0.173251645,61.16560877,0.002832501,0.002832501,0.005665002,0.34650329,0.432378354,0.347967693,0.0494864,0.041667067,0.43912116
630,0,7,two,5,Soybean,0.0188,1.783,31.625,0.107,0.3816,295.5607477,0.8658,1.2382,0.8288,0.0181,4.100430645,34.53051835,15.46546672,28.46789906,135.7042768,163.2581691,28.27323255,301.4232326,100.8776045,133.8684948,1.327038795,33.83399209,0.041004306,1.38733938,397.09,2.9328,72.71299725,96.49296828,0.159333333,0.488333333,5.403083333,0.905806667,5.40E-06,9.06E-07,5.40E-05,9.06E-06,0.303033277,0.050802393,0.000339149,5.60E-05,0.339149285,0.339149285,105.4402692,0.003216506,0.003216506,0.006433012,0.678298569,0.488920432,0.567516076,0.076742528,0.057049551,0.701308155
630,30,8,two,5,Soybean,0.0189,1.9,34.087,0.1012,0.3795,336.8280632,0.9787,1.5317,0.4164,0.008,4.563868516,42.74350286,14.8245249,22.49209867,109.1030521,125.9445379,27.95128094,301.1012809,83.42176478,105.2000476,1.261062361,29.68873765,0.045638685,1.35495495,462.101,2.9268,61.56792502,77.64099288,0.095,0.273,3.00012,0.63669,3.00E-06,6.37E-07,3.00E-05,6.37E-06,0.157901053,0.03351,0.00017672,3.69E-05,0.176719961,0.176719961,99.47368421,0.00177655,0.00177655,0.0035531,0.353439923,0.260849944,0.480530146,0.061749225,0.028310112,0.570589484
630,50,5,two,5,Soybean,0.0163,1.811,37.136,0.0949,0.3889,391.317176,1.3013,1.532,0.2869,0.0022,5.468880735,43.2417116,13.00912756,19.36560133,94.27974669,107.9647985,26.67798006,299.8279801,80.77359576,97.26089877,1.204117482,25.55471779,0.054688807,1.397557038,584.895,3.1202,57.79627847,69.59350932,0.176333333,0.143333333,1.138883333,3.115036667,1.14E-06,3.12E-06,1.14E-05,3.12E-05,0.062886987,0.172006442,7.04E-05,0.000189545,0.070381962,0.070381962,90.00552181,0.000781974,0.000781974,0.001563948,0.140763924,0.100721416,0.451092905,0.055348922,0.010398988,0.516840815
630,80,6,two,5,Soybean,0.0147,2.001,14.358,0.0286,0.1182,502.027972,0.429,0.4535,0.1315,7.00E-04,4.340074584,32.61321155,8.854160666,13.41373986,54.93927407,71.35110879,26.8829651,300.0329651,46.2041074,63.48481177,1.374007969,19.9192088,0.043400746,0.864508519,268.029,1.014,53.44552008,73.43457051,0.071666667,0.213333333,2.353283333,0.441016667,2.35E-06,4.41E-07,2.35E-05,4.41E-06,0.117605364,0.022039813,0.000131622,2.43E-05,0.131621766,0.131621766,73.46326837,0.001791668,0.001791668,0.003583335,0.263243532,0.304500796,0.417135767,0.058403785,0.030023241,0.505562793
0,0,7,two,6,Soybean,0.0166,1.816,26.634,0.0859,0.3006,310.0582072,1.1274,1.7394,0.5425,0.1667,4.167548664,42.82119783,13.42184092,21.74046322,89.31555808,132.0657744,26.67899795,299.8289979,76.51349635,118.9650912,1.554824924,32.25200871,0.041675487,1.344118158,569.628,3.4093,56.92468023,88.50791162,0.142666667,0.403,4.42037,0.99328,4.42E-06,9.93E-07,4.42E-05,9.93E-06,0.243412445,0.054696035,0.000272423,6.03E-05,0.272422743,0.272422743,91.40969163,0.002980239,0.002980239,0.005960478,0.544845486,0.405355349,0.444290187,0.070391874,0.052007711,0.566689772
0,30,8,two,6,Soybean,0.0175,2.072,18.338,0.0459,0.1983,399.5206972,0.2941,0.4998,0.7279,0.0831,4.822216041,41.93454325,12.25401782,17.70907262,75.06731504,100.6170732,25.13877067,298.2887707,74.1005986,99.73458345,1.345934923,25.02999236,0.04822216,1.207000307,204.307,1.5218,61.39236103,82.6301227,0.118,0.348666667,3.843146667,0.739913333,3.84E-06,7.40E-07,3.84E-05,7.40E-06,0.185480051,0.035710103,0.000207586,3.94E-05,0.207585871,0.207585871,84.45945946,0.002457817,0.002457817,0.004915633,0.415171742,0.343969873,0.479159891,0.065717167,0.037068083,0.581945141
0,50,5,two,6,Soybean,0.018,2.068,29.172,0.051,0.2437,572,0.4877,0.6014,0.0986,0.0774,5.142757893,42.51527026,12.76963981,20.84409684,148.0663351,162.0335554,33.60451085,306.7545109,72.74697619,103.6130761,1.424293924,17.48251748,0.051427579,0.899083548,281.495,1.1877,80.91236501,115.2429898,0.112333333,0.335333333,3.700163333,0.686236667,3.70E-06,6.86E-07,3.70E-05,6.86E-06,0.178924726,0.033183591,0.000200249,3.66E-05,0.200249271,0.200249271,87.04061896,0.002300642,0.002300642,0.004601283,0.400498542,0.445451975,0.631511142,0.091654744,0.032534954,0.75570084
