table,N,LightLevel,block,rep,spp,chl_wt,chl_area,A6491,A6491.1,A6491.2,A6651,A6651.1,A6651.2,tla,focal.area,dry.focal.wt,fresh.focal.wt,sla,stem.wt,leaf.wt,roots.wt,nod.wt,biomass,n.leaf,c.leaf,Aamb,TPU,Vcmax,Jmax,Tleaf,TleafK
8,0 ppm,thirty,two,8,Soybean,0.0118,1.807,0.093,0.09,0.091,0.277,0.273,0.275,177.248,30.33,0.058,0.218,522.9310345,0.298,0.4107,0.1984,0.0342,0.9071,4.523060714,42.18470404,13.52485156,17.29498482,80.60919133,97.66570738,25.64018886,298.7901889
5,0 ppm,fifty,two,8,Soybean,0.0116,1.799,0.078,0.075,0.074,0.224,0.221,0.221,247.685,29.195,0.0401,0.2237,728.0548628,0.5101,0.4394,0.1594,0.0349,1.1089,3.985803731,41.87459501,9.38284763,11.73849711,53.26346413,64.64442272,26.5646346,299.7146346
6,0 ppm,eighty,two,8,Soybean,0.0087,1.851,0.097,0.09,0.098,0.29,0.287,0.291,350.764,28.311,0.039,0.1587,725.9230769,0.5678,0.6054,0.1361,0.0407,1.3093,5.119285284,43.1641403,7.222607293,11.10730009,46.25248366,62.62330966,27.82334223,300.9733422
7,70 ppm,zero,two,8,Soybean,0.0128,1.895,0.085,0.084,0.083,0.259,0.256,0.256,188.155,26.775,0.0655,0.2042,408.778626,0.4109,0.5003,0.2952,0.0568,1.2064,4.166497221,41.96718555,15.77093883,20.6277296,100.9144949,117.7725994,25.89265924,299.0426592
8,70 ppm,thirty,two,8,Soybean,0.0143,1.947,0.106,0.119,0.107,0.32,0.33,0.322,276.411,20.582,0.0526,0.1744,391.2927757,0.5823,0.6654,0.3857,0.0604,1.6334,5.16432207,42.53921114,12.79095855,18.75575688,88.00797324,110.9458186,27.67,300.82
5,70 ppm,fifty,two,8,Soybean,0.0141,1.95,0.113,0.111,0.112,0.325,0.323,0.324,319.931,18.594,0.0381,0.1576,488.0314961,0.6642,0.6398,0.2652,0.0185,1.5692,5.303867916,42.94414618,9.470914305,15.16180858,62.24019345,82.42045359,26.95851701,300.108517
6,70 ppm,eighty,two,8,Soybean,0.0088,1.713,0.068,0.062,0.065,0.205,0.189,0.191,274.957,24.391,0.0325,0.1425,750.4923077,0.4327,0.4213,0.0897,0.0144,0.9437,5.300918635,43.53839614,8.115791978,10.008814,44.8816366,53.44988395,27.09924809,300.2492481
7,210 ppm,zero,two,8,Soybean,0.0197,1.909,0.119,0.124,0.119,0.358,0.363,0.358,325.73,33.143,0.0836,0.371,396.4473684,0.88733,0.9281,0.5722,0.0391,2.38763,4.647598885,42.19475409,16.00929018,22.21964032,82.84725575,118.4457376,25.49782493,298.6478249
8,210 ppm,thirty,two,8,Soybean,0.0149,1.883,0.112,0.112,0.12,0.346,0.345,0.354,360.142,32.325,0.0717,0.3212,450.8368201,0.4693,0.7878,0.1937,0.0024,1.4508,5.571717546,42.28795111,15.98722189,22.54307418,91.58508063,129.0624273,27.92757823,301.0775782
5,210 ppm,fifty,two,8,Soybean,0.0136,1.83,0.102,0.103,0.101,0.304,0.304,0.3,540.506,32.274,0.0569,0.2892,567.2056239,0.8233,0.9547,0.2356,0.014,2.0136,5.881246342,43.1059375,9.779885925,16.39079278,62.57210908,95.0589896,27.30057742,300.4505774
6,210 ppm,eighty,two,8,Soybean,0.0104,1.866,0.078,0.078,0.079,0.227,0.226,0.228,141.053,16.898,0.0219,0.1076,771.5981735,0.1645,0.1968,0.039,0.0031,0.4003,5.724688282,42.82977414,7.893483661,11.37852627,54.55430494,58.3849755,27.61644164,300.7664416
7,630 ppm,zero,two,8,Soybean,0.0207,1.987,0.103,0.105,0.101,0.314,0.316,0.314,329.14,35.535,0.0877,0.3772,405.1881414,0.8085,1.0047,0.5278,0.0195,2.341,5.611330937,48.45323437,14.67068641,20.63796281,85.27720882,114.4832716,26.87817859,300.0281786
8,630 ppm,thirty,two,8,Soybean,0.0187,1.943,0.096,0.094,0.096,0.301,0.3,0.302,407.46,18.55,0.0522,0.2031,355.3639847,0.7095,0.9503,0.3578,0.0215,2.0176,5.598759841,43.11717705,10.9793701,19.78703023,91.15002128,111.449527,27.59268387,300.7426839
5,630 ppm,fifty,two,8,Soybean,0.0124,1.781,0.095,0.092,0.093,0.281,0.278,0.279,582.695,42.855,0.0617,0.3462,694.5705024,1.0767,1.011,0.2049,0.0129,2.2926,5.591939631,40.21877858,11.05533507,15.01763692,62.64655069,78.66956609,26.95658299,300.106583
6,630 ppm,eighty,two,8,Soybean,0.0104,1.888,0.088,0.091,0.088,0.255,0.258,0.253,264.246,15.953,0.0219,0.1125,728.4474886,0.3934,0.3629,0.0692,0.0023,0.8255,4.975825057,36.4824993,7.355388692,9.784185672,41.22405973,50.5727481,26.78027683,299.9302768
